,track_name,track_artist,lyrics
14670,Heaven,Alex Adair,"[Intro]
Oh
Oh
Heaven must have sent you

[Verse 1]
No I don't know where you come from baby
Don't know where you've been my baby
But heaven must have sent you
Heaven must have sent you

[Refrain]
Heaven must have sent you
Heaven must have sent you

[Verse 2]
So long I've needed love right near me
Have some voice to cheer me
Heaven must have sent you, honey
Heaven must have sent you
So long I've needed love right near me
Have some voice to cheer me
Heaven must have sent you, honey
Heaven must have sent you

[Hook]
Oh baby
Yeah
Love you more each day
It's a heaven in your arms
Boy, it's the sweetness of your charms
Makes me love you more each day
In your arms I want to stay
Hey yeah
Oh
Oh

[Refrain]
Heaven must have sent you
"
14661,Safe and Sound,WUSA,"(If I only said lame shit about war I'd be OK)
Political Correctness has become a plague
Everyones feelings are hurt all the time
Stop trying to dictate what I do and say
If I'm so bad, go back to mom and dads

Safe and sound
(I'm sick of modern art in a hardcore scene)
I'm not intolerant
I just don't give a fuck!
Tell the message boards how much I suck
""you can't say that, it's too offensive
Even though you know I never meant it
The sensitive youths need a place to hide""
Well sorry dudes, you're not my kind
Complain because you're bored
And senseless offensive
(If you are a wuss.)
"
14678,Beat the Sunrise,SNBRN,"[Chorus]
Baby there's a hole in my heart tonight
Maybe you can be my lifeline
All aboard this lonely, lonely ride
Riding with one headlight
We can stop, but we can't rewind
We only got tomorrow
Nothing's gonna stop us
Baby there's a hole in my heart tonight
Maybe we can beat the sunrise

We can beat the sunrise
We can beat the sunrise
We can beat the sunrise
Ooh ooh ooh
We can beat the sunrise
Ooh ooh ooh
We can beat the sunrise

[Chorus]
Baby there's a hole in my heart tonight
Maybe you can be my lifeline
All aboard this lonely, lonely ride
Riding with one headlight
We can stop, but we can't rewind
We only got tomorrow
Nothing's gonna stop us
Baby there's a hole in my heart tonight
Maybe we can beat the sunrise

We can beat the sunrise
We can beat the sunrise
Ooh ooh ooh
We can beat the sunrise
Ooh ooh ooh
We can beat the sunrise
Ooh ooh ooh
We can beat the sunrise
Ooh ooh ooh
We can beat the sunrise
"
14684,4 Life,Robin Schulz,"[Verse 1]
Hey, your love is like a summer rain
That brought me back to life again
On the dry lands of my heart, you washed away the pain

[Pre-Chorus]
Now there’s a rhinestone river and it takes me to the sea
The million lights that shimmer when it’s dark inside of me
Before I grow dimmer and I die and go to sleep
I wanna say these words to you tonight

[Chorus]
We’re singing, oh
Let’s take tonight and make it for life
We’re singing, oh
Baby, tonight, I’ll say it right, let’s make it for life

[Verse 2]
Hey, my heart was in a black shade of gray
Until you came and lit your flame
You brought back the colors to my destiny

[Pre-Chorus]
Now there’s a rhinestone river and it takes me to the sea
A million lights that shimmer, but it’s dark inside of me
Before I grow dimmer and I die and go to sleep
I wanna say these words to you tonight

[Chorus]
We’re singing, oh
Let’s take tonight and make it for life
We’re singing, oh
Baby, tonight, I’ll say it right, let’s make it for life

[Outro]
We’re singing, oh
We’re singing, oh
Baby, tonight, I’ll say it right, let’s make it for life
"
14686,Dream,Autograf,"I'm at the bottom of the ocean
I'm at the bottom of the sea
I don't know if I'll make back home
I'm just stuck here in a dream

I'm at the bottom of the ocean
I'm at the bottom of the sea
I don't know if I'll make back home
I'm just stuck here in a dream

(Here in a dream)
(Here in a dream)
(Here in a dream)
(Here in a dream)
(Here in a dream)
(Here in a dream)
(Here in a dream)
(Here in a dream)
(Here in a dream)
(Here in a dream)
(Here in a dream)
(Here in a dream)
(Here in a dream)
(Here in a dream)
I'm just stuck here in a dream

I'm at the bottom of the ocean
I'm at the bottom of the sea
I don't know if I'll make back home
I'm just stuck here in a dream

I'm at the bottom of the ocean
I'm at the bottom of the sea
I don't know if I'll make back home
I'm just stuck here in a dream

I'm just stuck here in a dream

I'm at the bottom of the ocean
I'm at the bottom of the sea
I don't know if I'll make back home
I'm just stuck here in a dream

I'm at the bottom of the ocean
I'm at the bottom of the sea
I don't know if I'll make back home
I'm just stuck here in a dream

I'm just stuck here in a dream
I'm just stuck here in a dream
"
14690,White Tiger,Izzy Bizu,"[Chorus]
White, white tiger
I ride rollercoaster
If I am still caught up on
These safety bars
I thought we made it
Don't count for
White, mmh, mm-mmh

[Verse 1]
As hot wind hits my skin
I begin to take a breath, mmh, mmh
And all adrenaline rushes through my head

[Pre-Chorus]
And I’m not in my comfort zone
Wanna back out but not alone right now
Woah, my head is in the clouds
You're my

[Chorus]
White, white tiger
I ride rollercoaster
If I am still caught up on
These safety bars
I thought we made it
Don't count for
White, white, mmh, mm-mmh

[Verse 1]
Water damn, make a stand
Drunk waves take control
I was drowning
But you’re keeping me afloat, yeah
You're my white, white

[Pre-Chorus]
I’m not in my comfort zone
Wanna back out but not alone right now
Woah, my head is in the clouds
You're my

[Chorus]
White, white tiger
I ride rollercoaster
If I am still caught up on
These safety bars
I thought we made it
Don't count for

[Post-Chorus]
Highland, no dry land will take me there
Ooh, off with my head, this cliff edge will take me there
You’re my white

[Outro]
Woah-oh-oh, yeah, yeah
Ooh woah-oh-oh, yeah, yeah
Ooh, white tiger
You know you're my
Ooh, ooh-ooh-ooh-ooh
La-da-la, da-la-la, umm
White tiger
"
14696,Old Guitar,BUNT.,"[Verse 1]
Well play me baby like an old guitar
I don't care when you stop and you start
My days are lonely and my nights are hard
So play me baby like an old guitar

[Pre-Chorus]
Hit me honey like a beat up drum
All the way 'til your hands go numb
All the way back to where I'm from
So play me baby like an old guitar

[Chorus]
Sing me like an old love song
Baby take me everywhere you run
It's been too long, too long
Since I felt young

[Verse 2]
They tell me I was built to last
And they tell me that the storms will pass
So use me up and use me back
They tell me I was built to last

[Pre-Chorus]
Hit me honey like a beat up drum
All the way 'til your hands go numb
All the way back to where I'm from
So play me baby like an old guitar

[Chorus]
Sing me like an old love song
Baby take me everywhere you run
It's been too long, too long
Since I felt young
Sing me like an old love song
Baby take me everywhere you run
It's been too long, too long
Since I felt young
"
14656,Hit and Run,Midnght,"[Verse 1]
Hey, it feels like we're faded and it's late
Wondering maybe of you
Could help me find out
What this really ask about

[Chorus]
You always say you're searching
Follow up, follow up
Dreaming even though
It's what you really want, really want
I'd like to know what's going on, am I wrong?
Or am I just another hit and run
(Or am I just another hit and run)
Or am I just another hit and run
(Or am I just another hit and run)

[Verse 2]
Now, you're driving me crazy at night
Been thinking lately 'bout us
'Cause you help me found out
What this really ask about

[Chorus]
You always say you're searching
Follow up, follow up
Dreaming even though
It's what you really want, really want
I'd like to know what's going on, am I wrong?
Or am I just another hit and run
(Or am I just another hit and run)
Or am I just another hit and run
(Or am I just another hit and run)

[Bridge]
Lonely nights, overtime
Down the line, left behind

[Chorus]
You always say you're searching
Follow up, follow up
Dreaming even though
It's what you really want, really want
I'd like to know what's going on, am I wrong?
Or am I just another hit and run (Hit and run)
(Just another hit and run, hit and run)
Or am I just another hit and run
"
14663,Only Love,Deepend,"[Verse 1]
What can pull you from the edge
Give you life and take your breath?
What can make you leave and make you stay?
What can make you lose your mind
Drive cross town in the middle of the night?
What can make you strong and so afraid?

[Chorus]
Only love, love
Only love, only love
Only love, love
Only love, only love

[Verse 2]
You and I, we've been through things
But you still lying here with me
And there's just one reason I can think of
Why you deal with my crazy family?
But I don't mind when you're nag me
And why forever isn't long enough

[Chorus]
Only love, love
Only love, only love
Only love, love
Only love, only love

[Bridge]
This ain't bs or exaggeration
I guess all I'm trying to say is
Baby, you're my only love

[Chorus]
Only love, love
Only love, only love
Only love, love
Only love, only love

Only love, love
Only love, only love
Only love, love
Only love, only love
"
14665,Dancing Through the Night,Midnght,"[Chorus]
End with this, through the night
You and I, midnight time
Do your best, I don't mind
As we stumble through the night
End with this, through the night
You and I, midnight time
Do your best, I don't mind
As we stumble through the night (Through the night)

[Verse]
In the night time is where we shine (Where we shine)
All that matters is today (Is today)
In the morning light, the rise will be okay (Okay)
All that matters anyway

[Chorus]
End with this, through the night
You and I, midnight time
Do your best, I don't mind
As we stumble through the night
End with this, through the night
You and I, midnight time
Do your best, I don't mind
As we stumble through the night (Through the night)
(As we stumble through the night, through the night)
As we stumble through the night, through the night

[Verse]
In the night time is where we shine (Where we shine)
All that matters is today (Is today)
In the morning light, the rise will be okay (Okay)
All that matters anyway, yeah

[Chorus]
End with this, through the night
You and I, midnight time
Do your best, I don't mind
As we stumble through the night
End with this, through the night
You and I, midnight time
Do your best, I don't mind
As we stumble through the night (Through the night)
(As we stumble through the night, through the night)
As we stumble through the night, through the night

End with this, through the night
You and I, midnight time
Do your best, I don't mind
As we stumble through the night
End with this, through the night
You and I, midnight time
Do your best, I don't mind
As we stumble through the night (Through the night)
"
14691,Netzwerk,Klangkarussell,"[Verse 1]
I look up to the sky above
Full of sweet release
From the days that I waste
Trying to fight for space
Well I know what my heart believes

[Pre-Chorus]
I won't run when the storm clouds come
I won't turn away

[Chorus]
Cause if your eye's on the ground
When the night comes down
You only see the stars when they fall like rain
Like rain
Cause if your eye's on the ground
When the night comes down
You only see the stars when they fall like rain

[Verse 2]
As we wait for the light to fade
I keep asking why
All those stones that we threw
That the shadows grow
And close every road we try

[Pre-Chorus]
I won't run when the storm clouds come
I won't turn away

[Chorus]
Cause if your eye's on the ground
When the night comes down
You only see the stars when they fall like rain
Like rain
Cause if your eye's on the ground
When the night comes down
You only see the stars when they fall like rain

[Vocal Solo]

[Verse 3]
I look up at the sky above
Full of sweet release
From the dreams that I chase
Trying to find some face
In a world that I don't believe, no

[Pre-Chorus]
I won't run when the storm clouds come
I won't turn away

[Chorus]
Cause if your eye's on the ground
When the night comes down
You only see the stars when they fall like rain
Like rain
Cause if your eye's on the ground
When the night comes down
You only see the stars when they fall like rain
Like rain, yeah
You only see the stars when they fall like rain
"
14687,Reality,Lost Frequencies,"[Chorus]
Decisions as I go to anywhere I flow
Sometimes I believe, at times I'm rational
I can fly high, I can go low
Today I got a million, tomorrow I don't know
Decisions as I go to anywhere I flow
Sometimes I believe, at times I'm rational
I can fly high, I can go low
Today I got a million, tomorrow I don't know

[Verse]
Stop claiming what you own, don't think about the show
We're all playing the same game, waiting on our loan
We're unknown and known, special and a clone
Hate will make you cautious, love will make you glow

[Chorus]
Make me feel the warmth, make me feel the cold
It's written in our stories, it's written on the walls
This is our call, we rise and we fall
Dancing in the moonlight, don't we have it all?

[Instrumental Break]

[Chorus]
Decisions as I go to anywhere I flow
Sometimes I believe, at times I'm rational
I can fly high, I can go low
Today I got a million, tomorrow I don't know
Make me feel the warmth, make me feel the cold
It's written in our stories, it's written on the walls
This is our call, we rise and we fall
Dancing in the moonlight, don't we have it all?
"
14699,Our Youth,Sonny Alven,"[Verse 1: Emmi]
No play, all work all day
Another night time, everyone to save me
No time left for starlight
Ducking under streetlights, dancing in the rain
They say, ""Don't you worry child""
But there they go living all buried under
Not us, cause we've seen the light
So here we go, living high, hear the thunder

[Chorus: Emmi]
Hey!
They say our youth will fade away
We're young and wild, if only for today (hey)
Don't say our youth will fade away
I wanna run, wanna fly
Cause I've got the time to waste
Hey!
They say our youth will fade away
We're young and wild, if only for today (hey)
Don't say our youth will fade away
I wanna run, wanna fly
Cause I've got the time to waste
I wanna run, wanna fly
I wanna run, wanna fly
Cause I've got the time to waste
I wanna run, wanna fly
I wanna run, wanna fly
Cause I've got the time to waste

[Verse 2: Emmi]
I'm lost in your red eyes
Lost in all the good times written on your face
Now we've got, got a lifetime
Riding on the sunrise, something we can chase
(Something to chase)
They say not to worry, child
There they go living all buried under
Not us, we have seen the light
So here we go, living high, hear the thunder

[Chorus: Emmi]
Hey!
They say our youth will fade away
We're young and wild, if only for today (hey)
Don't say our youth will fade away
I wanna run, wanna fly
Cause I've got the time to waste

[Bridge: Emmi]
We've got the time
Yeah, we've got the time
We've got the time
Yeah, we've got time
They say our youth will fade away
We're young and wild, if only for today
But don't say our youth will fade away
I wanna run, wanna fly baby

[Chorus: Emmi]
Hey!
They say our youth will fade away
We're young and wild, if only for today (hey)
Don't say our youth will fade away
I wanna run, wanna fly
Cause I've got the time to waste
I wanna run, wanna fly
I wanna run, wanna fly
Cause I've got the time to waste
I wanna run, wanna fly
I wanna run, wanna fly
Cause I've got the time to waste
"
14673,Riptide,Vance Joy,"[Verse 1]
I was scared of dentists and the dark
I was scared of pretty girls and starting conversations
Oh, all my friends are turnin' green
You're the magician's assistant in their dream

[Pre-Chorus]
Oh-ooh, oh-oh
And they come unstuck

[Chorus]
Lady, runnin' down to the riptide
Taken away to the dark side
I wanna be your left hand man
I love you when you're singin' that song and
I got a lump in my throat 'cause
You're gonna sing the words wrong

[Verse 2]
There's this movie that I think you'll like
This guy decides to quit his job and heads to New York City
This cowboy's runnin' from himself
And she's been livin' on the highest shelf

[Pre-Chorus]
Oh-ooh, oh-oh
And they come unstuck

[Chorus]
Lady, runnin' down to the riptide
Taken away to the dark side
I wanna be your left hand man
I love you when you're singin' that song and
I got a lump in my throat 'cause
You're gonna sing the words wrong

[Bridge]
I just wanna, I just wanna know
If you're gonna, if you're gonna stay
I just gotta, I just gotta know
I can't have it, I can't have it any other way
I swear she's destined for the screen
Closest thing to Michelle Pfeiffer that you've ever seen, oh

[Pre-Chorus]
Lady, runnin' down to the riptide
Taken away to the dark side
I wanna be your left hand man
I love you, when you're singin' that song and
I got a lump in my throat 'cause
You're gonna sing the words wrong

[Chorus]
Oh lady, runnin' down to the riptide
Taken away to the dark side
I wanna be your left hand man
I love you when you're singin' that song and
I got a lump in my throat 'cause
You're gonna sing the words wrong
Oh lady, runnin' down to the riptide
Taken away to the dark side
I wanna be your left hand man
I love you when you're singin' that song and
I got a lump in my throat 'cause
You're gonna sing the words wrong, yeah
I got a lump in my throat 'cause
You're gonna sing the words wrong
"
14701,How Hard I Try,filous,"[Verse]
I'm holding on to many things passed
To anything that's gonna change my memories back
I'm holding on to everyone good
To everything that's ever been the way that it should
I'm holding on to things you said
Before you forgot what this love really meant to you
The words that I sent to you, never got into you
No matter how hard I try, try

[Chorus]
No matter how hard I try, try
No matter how hard I try, try
No matter how hard I try
No matter how hard I try, try, try
No matter how hard I try
(How hard I try)
(How hard I try)
(How hard I try)

[Verse]
I’m holding on to many things passed
To anything that's gonna change my memories back
I’m holding on to everyone good
To everything that's ever been the way that it should
I'm holding on to things you said
Before you forgot what this love really meant to you
The words that I sent to you, never got into you
No matter how hard I try, try

[Chorus]
No matter how hard I try, try
No matter how hard I try, try
No matter how hard I try
No matter how hard I try, try, try
No matter how hard I try
(How hard I try)
(How hard I try)
(How hard I try)
"
14735,Seré Discreto,Alex Soto,"Te traigo
Un collar de besos y un trato deja que te lo ponga bailando
Y te lo puedes quedar
Te traigo ganas de hace tiempo
Y no aguanto quiero que te quedes solo en zapatos
Y verte caminar, subir detrás de ti por la escalera
Quiero bajar hasta muy tarde, cuando nadie nos vea

Seré discreto
No haré declaraciones al respecto
Es evidente de ti depende
Te lo prometo
Conmigo está seguro tu secreto
Sencillamente, de ti depende
Si la mordida va en el labio o la prefieres de arete

Te traigo en la mira y esta vez no te escapas
Donde pongo el ojo pongo la bala
Como francotirador, me gusta perseguirte por coqueta
Quiero atraparte en luna llena y me confundas con tu bicicleta

Seré discreto
No haré declaraciones al respecto
Es evidente de ti depende
Te lo prometo
Conmigo está seguro tu secreto
Sencillamente, de ti depende
Si la mordida va en el labio o la prefieres de arete

Eres tú quien me derrota, te fascina provocar
Ya no aguanto más, sella el trato con un beso
Sabes cuanto te deseo
Sabes cuanto te deseo

Seré discreto
No haré declaraciones al respecto
Es evidente de ti depende
Te lo prometo
Conmigo está seguro tu secreto
Sencillamente, de ti depende
Si la mordida va en el labio
Si la mordida va en el labio
O la prefieres de arete
"
14729,La Ola,Marco Mares,"[Letra de ""La Ola"" Ft. Nicole Zignago]

[Verso 1]
Siempre me despierto sola, pero hoy
Tengo ganas de algo más
Y yo quiero preparar la mesa para dos
Salir de la mano, que llegó el verano

[Pre-Coro]
La tierra se nos calentó
Y derritió esa convicción
De que solo es mejor
Y ahora quiero oír violines y un amor como en el cine

[Coro]
Dime, si hay calor, ¿por qué quiero que tú me abrigues?
¿Por qué reacciono al sol con ganas de tu boca de sal?
Un romance en el mar
Quiero quе seas la ola que nunca se va
Quе tú seas la ola (Que tú seas la ola, ah)
Que, esta vez, se queda (Que, esta vez, se queda, ah)
Uh, uh, uh, uh

[Verso 2]
Hace mucho tiempo que soy sólo yo
Tengo ganas de algo más
Que cuando me suene el teléfono (Ah, ah-ah, ah-ah-ah)
Venga un ""te quiero"", un ""sin ti, me muero"" (Ah, ah)

[Pre-Coro]
La tierra se nos calentó
Y derritió esa convicción
De que sola es mejor
Y ahora quiero oír violines y un amor como en el cine

[Coro]
Dime, si hay calor, ¿por qué quiero que tú me abrigues?
¿Por qué reacciono al sol con ganas de tu boca de sal?
Un romance en el mar
Y dime, que entre tantas flores, yo sería la que eliges
Que no hay dolores que no sanes con tu boca de sal
Un romance en el mar
Quiero que seas la ola que nunca se va, ah, ah

[Outro]
Que tú seas la ola (Que tú seas la ola, ah)
Que, esta vez, se queda (Que, esta vez, se queda, ah)
Uh, uh, uh, uh, hey
Que tú seas la ola (Que tú seas la ola, ah)
Que, esta vez, se queda (Que, esta vez, se queda, ah)
Uh, uh, uh, uh
"
14703,Catch & Release,Matt Simons,"[Verse 1]
There's a place I go to
Where no one knows me
It's not lonely
It's a necessary thing
It's a place I made up
Find out what I'm made of
The nights I've stayed up
Counting stars and fighting sleep

[Pre-Chorus]
Let it wash over me
Ready to lose my feet
Take me off to the place where one reveals life's mystery
Steady on down the line
Lose every sense of time
Take it all in and wake up that small part of me
Day to day I'm blind to see
And find how far
To go

[Chorus]
Everybody got their reason
Everybody got their way
We're just catching and releasing
What builds up throughout the day
It gets into your body
And it flows right through your blood
We can tell each other secrets
And remember how to love

(There's a place I go to)
(Find out what I'm made of)

[Verse 2]
There's a place I'm going
No one knows me
If I breathe real slowly
Let it out and let it in
It can be terrifying
To be slowly dying
Also clarifying
The end where we begin

[Pre-Chorus]
So let it wash over me
I'm ready to lose my feet
Take me off to the place where one reveals life's mystery
Steady on down the line
Lose every sense of time
Take it all in and wake up that small part of me
Day to day I'm blind to see
And find how far
To go

[Chorus]
Everybody got their reason
Everybody got their way
We're just catching and releasing
What builds up throughout the day
It gets into your body
And it flows right through your blood
We can tell each other secrets
And remember how to love
"
14707,Speechless,Candyland,"[Verse 1]
Walk alone through the nightlife
All the lonely souls try to keep control
Thought the glow of a white light
I can feel you close, coursing through my bones

[Pre-Chorus 1]
Breathe you in slowly
I want you all right now
I need you to know me
I need you to know somehow

[Chorus]
This secret in your eyes
You know I'd love to keep it
I don't need to say much tonight
You got me oh so speechless

[Post-Chorus]
You got me, you got me, you
You got me oh so speechless
You got me, you got me, you
You got me oh so speechless
You got me oh so speechless
You got me oh so speechless
You got me, you got me, you
You got me oh so speechless
You got me, you got me, you
You got me oh so speechless

[Verse 2]
See you in the smoke, hold you like a ghost
Don't you know that you're my weakness
Sink into the grave, let me slip away
Maybe tonight I need this

[Pre-Chorus 2]
Bring me in slowly
Say that you want me now
Need you to know me
We don't have to love out loud

[Chorus]
This secret in your eyes
You know I'd love to keep to
I don't need to say much tonight
You got me oh so speechless

[Post-Chorus]
You got me, you got me, you
You got me oh so speechless
You got me, you got me, you
You got me oh so speechless
You got me oh so speechless
You got me oh so speechless
You got me, you got me, you
You got me oh so speechless
You got me, you got me, you
You got me oh so speechless
"
14702,Give It Up,Cruels,"[Verse 1]
I don't need your honesty
I just want your love
And save your thousand promises
It's all enough
Just want you here tonight

[Chorus]
You owe me your attention
I won't wait 'cause you owe me
Don't you feel an obsession?
It burns again
You owe me

Just give it up
Just give it up
Just give it up
Just give it up

[Verse 2]
I dont need your honesty
I just want your love
And save your thousand promises
It's all enough
Just want you here tonight

Just give it up

[Chorus]
You owe me your attention
I won't wait 'cause you owe me (just give it up)
Don't you feel an obsession?
It burns again
You owe me (just give it up)
You owe me your attention
I won't wait 'cause you owe me
Don't you feel an obsession?
It burns again
You owe me
You owe me your attention
I won't wait 'cause you owe me
Don't you feel an obsession?
It burns again
'Cause you owe me

Just give it up
Just give it up
Just give it up
Just give it up
Just give it up

It makes me love
It makes me love
It makes me love
It makes me love
It makes me love

[Bridge]
Don't you feel an obsession?
That burns again
You owe me

[Chorus]
You owe me your attention
I won't wait 'cause you owe me
Don't you feel an obsession?
It burns again
You owe me

[Outro]
Just want you (now)
Just want you
Just want you (now)
Just want you
Just want you (now)
Just want you
Just want you (now)
Just want you
I don't need your honesty
I just want your love
And save your thousand promises
It's all enough
Just want you here tonight
"
14704,Destination Sunrise,Bit Funk,"[Verse 1]
Destination sunrise, burning through the open sky
It can bring you to your knees, let it be
Ohhh
I know how to go
Ohhh
To the skies of gold

[Chorus]
Ohhh-waaa-ohhh
We're way too young to say goodnight
Ohhh-waaa-ohhh
Destination sunrise

[Verse 2]
Throw your heart into the wind, feel the freedom on your skin
Let go like there's no end in sight, it's far too soon to say goodbye
Ohhh
I know how to go
Ohhh
To the skies of gold

[Chorus]
Ohhh-waaa-ohhh
We're way too young to say goodnight
Ohhh-waaa-ohhh
Destination sunrise
Ohhh-waaa-ohhh
We're way too young to say goodnight
Ohhh-waaa-ohhh
Destination sunrise
We're way too young to say goodnight
Ohhh-waaa-ohhh
Destination sunrise
We're way too young to say goodnight
Ohhh-waaa-ohhh
Destination sunrise
"
14700,Feel The Love,Janieck,"[Verse 1]
I'm rolling down the river
My worries drown
They say that I'm a sinner
But I won't let you down
Long nights chasing the stars
'Til the sunrise, out of the blue
Under blue skies
I saw the shape of my heart

[Chorus]
Every time I hear the music play
Every time I hear you say my name
When the air is filled with summer rain
I could feel the love, I could feel the love
I could feel the love, oh
I could feel the love, I could feel the love
I could feel the love

Every time I hear the music play
Every time I hear you say my name
When the air is filled with summer rain
I could feel the love, I could feel the love
I could feel the love, oh
I could feel the love, I could feel the love

Every time I hear the music play
Every time I hear you say my name
When the air is filled with summer rain
I could feel the love, I could feel the love
I could feel the love
I could feel the love, I could feel the love
I could feel the love, I could feel the love
"
14710,Get It All,Karl X Johan,"[Chorus]
If you want to
You can get it all
If you want to
You can get it all
If you want to
You can get it all
If you want to
You can get it all
No one ever let you know
If you want to
You can get it all
If you want to
You can get it all
No one ever let you know
If you want to
You can get it all
If you want to
You can get it all
If you want to
You can get it all
If you want to
You can get it all
No one ever let you know

If you want to
You can get it all
No one ever let you know
If you want to
You can get it all
If you want to
You can get it all
If you want to
You can get it all
If you want to
You can get it all
No one ever let you know
If you want to
You can get it all
If you want to
You can get it all
If you want to
You can get it all
If you want to
You can get it all
No one ever let you know
If you want to
You can get it all
But no one ever let you know
"
14726,Chupetazos,Caloncho,"[Letra de ""Chupetazos""]

[Verso 1]
Quiero que me rompas el hocico a chupetazos
Quiero que me sometas y amarres de los brazos
Y quiero que me dejes todo el cuerpo hecho pedazos
Y quiero rozarte, acariciarte con mis labios
Inolvidable, para siempre

[Coro]
Nipple contra nipple o acostados de cuchara
Embonados con tu cara frente a mí
Y a través de tus ojitos rasgados
Que son de tu alma la puerta
Pa' colarme y rascarte la parte de tu cerebro poeta

[Verso 2]
Y diseño una caricia a suaves trazos
Y la aplico con cariño y sientas bien rico
Con mordidas y besitos afrodisíacos
Tú eres mi amor, mi inspiración

[Coro]
Nipple contra nipple o acostados de cuchara
Embonados con tu cara frente a mí
Y a través de tus ojitos rasgados
Que son de tu alma la puerta
Pa' colarme y rascarte la parte de tu cerebro poeta

[Puente]
Ooh, ooh, ooh
Yeah, ooh
Ooh, ooh, ooh, ooh-ooh
Yeah, ooh

[Outro]
Mi vida, mi amiga, mi persona preferida
Mi preciosa chiquita, compañía favorita
Lo perfecto de mi realidad
El trigger de mi felicidad
"
14737,Si Alguna Vez,Mon Laferte,"[Letra de ""Si Alguna Vez"" ft. El David Aguilar]

[Verso 1: Mon Laferte & El David Aguilar]
Si alguna vez nos volvemos a ver caminamos un rato
Será bonito encontrarnos de nuevo con tanto pasado
Seguramente habrá un sitio que pueda ponernos al tanto
Dejando atrás la forma en que esto un día terminó

[Verso 2: Mon Laferte & El David Aguilar]
Si alguna vez nos volvemos a ver abracemos la suerte
Y si nos toca esa luna menguante nos damos el chance
De contemplarla como aquella vez en la banca de un parque
Para que no quepa duda de que fue un hermoso amor

[Estribillo: Mon Laferte & El David Aguilar]
Tanta cosa buena que viví te quiero agradecer
Porque hasta en la pena en que me vi la puedo comprender
Si nosotros algún día, cuanto no recordaría, todo lo que te diría

[Verso 3: Mon Laferte & El David Aguilar]
Si alguna vez nos volvemos a ver nos reímos de todo
Y sin contarnos la historia de cómo salimos del hoyo
Al fin y al cabo nos haría falta tan solo mirarnos
Para que no quepa duda de que fue un hermoso amor

[Estribillo: Mon Laferte & El David Aguilar]
Tanta cosa buena que viví te quiero agradecer
Porque hasta en la pena en que me vi la puedo comprender
Si nosotros algún día, cuanto no recordaría, todo lo que te diría

Tanta cosa buena que viví te quiero agradecer
Porque hasta en la pena en que me vi la puedo comprender
Si nosotros algún día, cuanto no recordaría, todo lo que te diría
Si alguna vez nos volvemos a ver
"
14712,We Come,Boehm,"[Verse]
We come undone
Between the days
Between the nights
We come
We call for love
Between the days
Between the nights
We call

[Chorus]
This is gotta feel right, feel right, feel right
If you let me know
This is gotta feel right, feel right, feel right
If you let me know

( Let me...let me...let me...let me...let me...let...)

(Let me...let me...)
This is gotta feel right, feel right, feel right
If you let me know
(Let me...let me...)
This is gotta feel right, feel right, feel right
If you let me know
(Let me...let me...)
Let me know
Let me know
Let me know
Let me know
Let me know
Let me know
Let me know

[Verse]
We come undone
Between the days
Between the nights
We come
We come for love
Between the days
Between the nights
We come

[Chorus]
This is gotta feel right, feel right, feel right
If you let me know
This is gotta feel right, feel right, feel right
If you let me know

( Let me...let me...let me...let me...let me...let me...let me...let me...let me...let me...let me...let me...let me...let me...let me...let me...let me...let me...)

This is gotta feel right, feel right, feel right
If you let me know
(Let me...let me...let me...)
This is gotta feel right, feel right, feel right
If you let me know
(Let me...let me...let me...)
This is gotta feel right, feel right, feel right
If you let me know
(Let me...let me...let me...)
This is gotta feel right, feel right, feel right
If you let me know
(Let me...let me...)
"
14719,Wave Goodbye,Robin Schulz,"[Verse 1]
Yesterday, when I was almost home
There were people standing right outside my door
And my lady was lying on the floor, on the floor

[Pre-Chorus]
Yeah, not a single word had come out of my mouth
I just stepped outside and I headed south
Me and my old shoes and this old fashioned blues
That I sent for you

[Chorus]
I turned my back and I walked into the night
No looking back to whatever I left behind
I didn’t wave goodbye, I didn’t even wave goodbye
I turned my back and I walked a million miles
Under the burning sun and the blinding light
I didn’t wave goodbye, I didn’t even wave goodbye

[Verse 2]
I grabbed my stuff, it was really tough
I slipped out and didn’t even close the door
Nothing left to close the door for

[Pre-Chorus]
Yeah, not a single word had come out of my mouth
I just stepped outside and I headed south
Me and my old shoes and this old fashioned blues
That I sent for you

[Chorus]
I turned my back and I walked into the night
No looking back to whatever I left behind
I didn’t wave goodbye, I didn’t even wave goodbye
I turned my back and I walked a million miles
Under the burning sun and the blinding light
I didn’t wave goodbye, I didn’t even wave goodbye
"
